	(No symbol) [0x0x7ff6387716b1]
	(No symbol) [0x0x7ff638772443]
	GetHandleVerifier [0x0x7ff638c44eed+3061101]
	GetHandleVerifier [0x0x7ff638c3f33d+3037629]
	GetHandleVerifier [0x0x7ff638c5e592+3165202]
	GetHandleVerifier [0x0x7ff63898730e+186766]
	GetHandleVerifier [0x0x7ff63898eb3f+217535]
	GetHandleVerifier [0x0x7ff6389759b4+114740]
	GetHandleVerifier [0x0x7ff638975b69+115177]
	GetHandleVerifier [0x0x7ff63895c368+10728]
	BaseThreadInitThunk [0x0x7ffd978de8d7+23]
	RtlUserThreadStart [0x0x7ffd98b314fc+44]

2025-07-15 12:54:32,282 - ERROR - Failed district: Anakapalli | Message: no such window: target window already closed
from unknown error: web view not found
  (Session info: chrome=137.0.7151.103)
Stacktrace:
	GetHandleVerifier [0x0x7ff63896cda5+78885]
	GetHandleVerifier [0x0x7ff63896ce00+78976]
	(No symbol) [0x0x7ff638729bca]
	(No symbol) [0x0x7ff638701e71]
	(No symbol) [0x0x7ff6387b039e]
	(No symbol) [0x0x7ff6387d0b42]
	(No symbol) [0x0x7ff6387a8963]
	(No symbol) [0x0x7ff6387716b1]
	(No symbol) [0x0x7ff638772443]
	GetHandleVerifier [0x0x7ff638c44eed+3061101]
	GetHandleVerifier [0x0x7ff638c3f33d+3037629]
	GetHandleVerifier [0x0x7ff638c5e592+3165202]
	GetHandleVerifier [0x0x7ff63898730e+186766]
	GetHandleVerifier [0x0x7ff63898eb3f+217535]
	GetHandleVerifier [0x0x7ff6389759b4+114740]
	GetHandleVerifier [0x0x7ff638975b69+115177]
	GetHandleVerifier [0x0x7ff63895c368+10728]
	BaseThreadInitThunk [0x0x7ffd978de8d7+23]
	RtlUserThreadStart [0x0x7ffd98b314fc+44]

2025-07-15 12:54:32,282 - ERROR - Failed district: Annamayya | Message: no such window: target window already closed
from unknown error: web view not found
  (Session info: chrome=137.0.7151.103)
Stacktrace:
	GetHandleVerifier [0x0x7ff63896cda5+78885]
	GetHandleVerifier [0x0x7ff63896ce00+78976]
	(No symbol) [0x0x7ff638729bca]
	(No symbol) [0x0x7ff638701e71]
	(No symbol) [0x0x7ff6387b039e]
	(No symbol) [0x0x7ff6387d0b42]
	(No symbol) [0x0x7ff6387a8963]
	(No symbol) [0x0x7ff6387716b1]
	(No symbol) [0x0x7ff638772443]
	GetHandleVerifier [0x0x7ff638c44eed+3061101]
	GetHandleVerifier [0x0x7ff638c3f33d+3037629]
	GetHandleVerifier [0x0x7ff638c5e592+3165202]
	GetHandleVerifier [0x0x7ff63898730e+186766]
	GetHandleVerifier [0x0x7ff63898eb3f+217535]
	GetHandleVerifier [0x0x7ff6389759b4+114740]
	GetHandleVerifier [0x0x7ff638975b69+115177]
	GetHandleVerifier [0x0x7ff63895c368+10728]
	BaseThreadInitThunk [0x0x7ffd978de8d7+23]
